session_id,user_id,start_time,end_time,session_duration,features_used,action_count
1316,104,2023-01-12 13:29:00,2023-01-12 13:57:33,1713,"notifications, settings",47
1317,103,2023-01-07 13:30:00,2023-01-07 13:39:51,591,task_management,20
1318,101,2023-01-02 01:08:00,2023-01-02 01:14:49,409,"notifications, task_management",31
1319,104,2023-01-19 05:26:00,2023-01-19 06:04:52,2332,"notifications, settings, collaboration",45
1320,104,2023-01-21 09:00:00,2023-01-21 09:43:54,2634,"task_management, notifications, reports",41
1321,104,2023-01-07 22:13:00,2023-01-07 22:31:59,1139,"collaboration, settings",39
1322,102,2023-01-23 17:27:00,2023-01-23 17:35:13,493,"notifications, settings",39
1323,102,2023-01-02 23:34:00,2023-01-02 23:50:12,972,"settings, reports, task_management",38
1324,103,2023-01-12 14:46:00,2023-01-12 15:40:04,3244,"task_management, settings, collaboration",28
1325,104,2023-01-24 09:07:00,2023-01-24 09:27:30,1230,settings,27
1326,104,2023-01-12 02:42:00,2023-01-12 02:53:57,717,settings,40
1327,101,2023-01-24 04:42:00,2023-01-24 05:34:58,3178,"collaboration, reports",31
1328,103,2023-01-26 05:13:00,2023-01-26 05:22:12,552,"task_management, reports, settings",31
1329,103,2023-01-22 15:21:00,2023-01-22 15:48:11,1631,reports,33
1330,101,2023-01-14 12:51:00,2023-01-14 13:22:48,1908,"notifications, reports",48
1331,103,2023-01-14 15:44:00,2023-01-14 16:20:12,2172,"settings, task_management, reports",14
1332,101,2023-01-24 02:52:00,2023-01-24 03:23:23,1883,"collaboration, notifications, task_management",28
1333,101,2023-01-11 15:25:00,2023-01-11 15:37:19,739,"reports, collaboration",35
1334,101,2023-01-19 01:21:00,2023-01-19 02:02:15,2475,"notifications, collaboration",27
1335,104,2023-01-23 03:18:00,2023-01-23 03:27:25,565,"task_management, collaboration",19
1336,103,2023-01-03 03:29:00,2023-01-03 04:11:57,2577,"settings, task_management",12
1337,103,2023-01-10 21:01:00,2023-01-10 21:57:08,3368,task_management,43
1338,101,2023-01-05 00:09:00,2023-01-05 00:16:25,445,notifications,25
1339,102,2023-01-10 09:37:00,2023-01-10 09:51:55,895,"notifications, settings",14
1340,104,2023-01-20 22:38:00,2023-01-20 23:35:32,3452,"collaboration, reports, settings",48
1341,103,2023-01-20 09:34:00,2023-01-20 10:07:11,1991,"collaboration, reports, settings",37
1342,104,2023-01-11 04:29:00,2023-01-11 04:39:03,603,"settings, task_management, collaboration",15
1343,104,2023-01-23 00:12:00,2023-01-23 01:02:59,3059,"collaboration, task_management",29
1344,102,2023-01-05 03:11:00,2023-01-05 04:10:13,3553,collaboration,16
1345,103,2023-01-02 10:14:00,2023-01-02 10:46:40,1960,"reports, collaboration, notifications",18
1346,104,2023-01-01 17:57:00,2023-01-01 18:32:30,2130,"collaboration, settings, reports",19
1347,104,2023-01-02 00:32:00,2023-01-02 00:46:50,890,"reports, collaboration",50
1348,103,2023-01-18 08:48:00,2023-01-18 09:26:52,2332,"reports, task_management, collaboration",37
1349,102,2023-01-03 03:53:00,2023-01-03 04:15:41,1361,"notifications, settings",35
1350,102,2023-01-29 13:31:00,2023-01-29 14:00:29,1769,reports,10
1351,103,2023-01-30 01:12:00,2023-01-30 02:02:00,3000,"task_management, collaboration, reports",46
1352,104,2023-01-26 23:11:00,2023-01-26 23:24:50,830,"reports, task_management, collaboration",6
1353,103,2023-01-23 01:34:00,2023-01-23 01:57:39,1419,"settings, collaboration, task_management",44
1354,104,2023-01-01 06:38:00,2023-01-01 07:34:46,3406,"notifications, reports, settings",18
1355,104,2023-01-09 11:57:00,2023-01-09 12:18:43,1303,"notifications, collaboration, settings",39
1356,102,2023-01-22 21:20:00,2023-01-22 22:04:20,2660,"settings, collaboration",35
1357,101,2023-01-09 23:28:00,2023-01-10 00:14:58,2818,"notifications, collaboration",11
1358,104,2023-01-15 17:11:00,2023-01-15 17:19:36,516,"task_management, reports",8
1359,101,2023-01-27 06:19:00,2023-01-27 07:13:32,3272,"settings, task_management, notifications",9
1360,104,2023-01-20 08:46:00,2023-01-20 09:37:47,3107,"settings, notifications, task_management",45
1361,104,2023-01-15 03:51:00,2023-01-15 04:08:22,1042,"reports, settings, task_management",41
1362,103,2023-01-25 12:27:00,2023-01-25 13:03:15,2175,"settings, task_management",6
1363,103,2023-01-04 10:14:00,2023-01-04 11:03:27,2967,"task_management, settings, collaboration",11
1364,103,2023-01-11 11:42:00,2023-01-11 12:10:34,1714,"reports, notifications, task_management",33
1365,104,2023-01-11 18:25:00,2023-01-11 18:35:35,635,"task_management, collaboration",33
1366,104,2023-01-30 21:26:00,2023-01-30 21:31:06,306,"task_management, settings",8
1367,102,2023-01-08 05:42:00,2023-01-08 05:58:06,966,collaboration,24
1368,101,2023-01-07 14:41:00,2023-01-07 15:15:46,2086,"settings, reports",49
1369,104,2023-01-20 01:27:00,2023-01-20 02:22:34,3334,"notifications, task_management",33
1370,102,2023-01-29 17:07:00,2023-01-29 17:43:08,2168,"collaboration, settings",43
1371,104,2023-01-08 14:36:00,2023-01-08 15:17:08,2468,reports,50
1372,101,2023-01-06 05:29:00,2023-01-06 06:00:26,1886,task_management,32
1373,104,2023-01-22 17:12:00,2023-01-22 17:18:06,366,"reports, notifications, collaboration",27
1374,103,2023-01-17 16:58:00,2023-01-17 17:45:46,2866,collaboration,16
1375,104,2023-01-15 22:43:00,2023-01-15 23:20:10,2230,"collaboration, task_management, settings",18
1376,102,2023-01-13 00:34:00,2023-01-13 01:12:36,2316,"task_management, notifications",23
1377,101,2023-01-10 17:31:00,2023-01-10 17:51:04,1204,"collaboration, reports",16
1378,101,2023-01-08 16:06:00,2023-01-08 16:31:12,1512,task_management,23
1379,103,2023-01-29 04:13:00,2023-01-29 04:24:26,686,"notifications, settings",14
1380,101,2023-01-16 10:36:00,2023-01-16 10:42:49,409,"settings, collaboration",21
1381,104,2023-01-16 08:49:00,2023-01-16 09:30:36,2496,"settings, collaboration, task_management",44
1382,103,2023-01-18 09:56:00,2023-01-18 10:08:54,774,"reports, task_management",36
1383,103,2023-01-07 08:14:00,2023-01-07 09:11:02,3422,"reports, collaboration, task_management",35
1384,102,2023-01-23 10:13:00,2023-01-23 10:51:21,2301,"settings, reports, notifications",40
1385,102,2023-01-27 10:56:00,2023-01-27 11:31:36,2136,"notifications, collaboration, reports",6
1386,101,2023-01-29 18:31:00,2023-01-29 19:13:11,2531,"task_management, settings, collaboration",33
1387,103,2023-01-11 20:59:00,2023-01-11 21:25:15,1575,"notifications, task_management",48
1388,101,2023-01-03 03:15:00,2023-01-03 04:05:39,3039,task_management,10
1389,104,2023-01-06 22:56:00,2023-01-06 23:07:35,695,"notifications, collaboration, task_management",38
1390,103,2023-01-26 18:45:00,2023-01-26 18:58:49,829,"collaboration, notifications",17
1391,104,2023-01-01 06:46:00,2023-01-01 07:18:28,1948,"collaboration, task_management",38
1392,104,2023-01-13 15:34:00,2023-01-13 15:39:23,323,"settings, task_management, notifications",6
1393,101,2023-01-25 10:04:00,2023-01-25 10:31:32,1652,task_management,24
1394,101,2023-01-23 19:12:00,2023-01-23 19:24:50,770,"collaboration, notifications",37
1395,101,2023-01-07 13:48:00,2023-01-07 14:39:49,3109,task_management,6
1396,102,2023-01-14 14:43:00,2023-01-14 14:48:38,338,reports,28
1397,103,2023-01-16 16:54:00,2023-01-16 17:00:54,414,"settings, task_management",7
1398,102,2023-01-08 21:52:00,2023-01-08 22:37:26,2726,task_management,35
1399,103,2023-01-28 14:41:00,2023-01-28 15:36:11,3311,notifications,37
1400,104,2023-01-29 07:19:00,2023-01-29 08:15:28,3388,"collaboration, task_management",5
1401,103,2023-01-07 02:26:00,2023-01-07 03:21:16,3316,collaboration,25
1402,101,2023-01-10 21:19:00,2023-01-10 21:40:59,1319,"settings, task_management",7
1403,104,2023-01-15 14:13:00,2023-01-15 14:39:37,1597,reports,47
1404,101,2023-01-24 02:35:00,2023-01-24 03:12:57,2277,"settings, task_management, collaboration",45
1405,102,2023-01-03 11:03:00,2023-01-03 11:14:40,700,"settings, task_management, collaboration",8
1406,101,2023-01-29 03:58:00,2023-01-29 04:29:24,1884,"reports, collaboration",11
1407,104,2023-01-19 10:38:00,2023-01-19 10:49:52,712,settings,32
1408,104,2023-01-25 08:30:00,2023-01-25 09:13:18,2598,notifications,13
1409,101,2023-01-08 12:43:00,2023-01-08 13:32:35,2975,"collaboration, notifications",46
1410,101,2023-01-02 10:19:00,2023-01-02 10:33:47,887,"collaboration, task_management, reports",39
1411,102,2023-01-09 20:13:00,2023-01-09 20:50:58,2278,"settings, collaboration, notifications",17
1412,101,2023-01-19 09:16:00,2023-01-19 10:08:24,3144,settings,19
1413,104,2023-01-02 02:53:00,2023-01-02 03:33:19,2419,"settings, reports, collaboration",47
1414,101,2023-01-12 21:47:00,2023-01-12 22:16:09,1749,notifications,35
1415,102,2023-01-29 07:58:00,2023-01-29 08:29:13,1873,settings,37
1416,101,2023-01-02 23:22:00,2023-01-03 00:17:06,3306,task_management,12
1417,101,2023-01-09 16:58:00,2023-01-09 17:11:25,805,"task_management, reports",11
1418,102,2023-01-02 06:04:00,2023-01-02 07:02:42,3522,"task_management, settings, collaboration",44
1419,102,2023-01-23 17:10:00,2023-01-23 17:21:43,703,"reports, collaboration, settings",18
1420,103,2023-01-03 23:33:00,2023-01-04 00:07:42,2082,task_management,48
1421,101,2023-01-19 16:42:00,2023-01-19 17:37:12,3312,"task_management, collaboration",43
1422,102,2023-01-16 21:28:00,2023-01-16 21:56:29,1709,"notifications, task_management",45
1423,101,2023-01-19 12:26:00,2023-01-19 12:58:21,1941,collaboration,38
1424,102,2023-01-21 13:02:00,2023-01-21 13:28:21,1581,"reports, notifications",43
1425,101,2023-01-11 09:49:00,2023-01-11 10:47:58,3538,"settings, collaboration",40
1426,101,2023-01-20 10:45:00,2023-01-20 11:42:35,3455,notifications,36
1427,101,2023-01-21 20:11:00,2023-01-21 20:58:44,2864,"task_management, notifications",22
1428,104,2023-01-24 21:11:00,2023-01-24 21:44:01,1981,"settings, collaboration",8
1429,102,2023-01-10 00:56:00,2023-01-10 01:11:33,933,"reports, settings",43
1430,102,2023-01-08 11:17:00,2023-01-08 11:22:24,324,collaboration,44
1431,104,2023-01-02 07:00:00,2023-01-02 07:59:12,3552,task_management,12
1432,101,2023-01-16 20:06:00,2023-01-16 20:27:56,1316,settings,47
1433,104,2023-01-27 22:11:00,2023-01-27 22:16:06,306,"reports, notifications",16
1434,103,2023-01-22 13:15:00,2023-01-22 14:06:38,3098,"collaboration, settings, reports",25
1435,102,2023-01-16 09:25:00,2023-01-16 09:32:47,467,"task_management, reports",15
1436,104,2023-01-27 14:20:00,2023-01-27 15:00:41,2441,"settings, collaboration",24
1437,101,2023-01-18 10:05:00,2023-01-18 10:59:10,3250,"notifications, settings",5
1438,104,2023-01-29 10:43:00,2023-01-29 11:35:41,3161,settings,27
1439,101,2023-01-03 16:16:00,2023-01-03 16:22:46,406,task_management,34
1440,102,2023-01-22 17:24:00,2023-01-22 17:51:35,1655,"notifications, reports, settings",22
1441,104,2023-01-04 16:37:00,2023-01-04 17:33:05,3365,"notifications, reports",31
1442,102,2023-01-15 11:50:00,2023-01-15 11:56:20,380,"task_management, collaboration",34
1443,104,2023-01-25 15:03:00,2023-01-25 15:52:23,2963,"notifications, settings",7
1444,102,2023-01-26 09:24:00,2023-01-26 10:10:25,2785,"task_management, notifications, reports",24
1445,104,2023-01-18 10:25:00,2023-01-18 10:51:42,1602,"collaboration, task_management, settings",28
1446,103,2023-01-11 13:56:00,2023-01-11 14:41:29,2729,"settings, notifications",43
1447,104,2023-01-21 23:31:00,2023-01-22 00:04:12,1992,"settings, notifications",24
1448,103,2023-01-01 21:28:00,2023-01-01 21:45:25,1045,notifications,12
1449,102,2023-01-19 13:04:00,2023-01-19 13:59:04,3304,"reports, task_management",23
1450,104,2023-01-11 08:36:00,2023-01-11 08:54:51,1131,"collaboration, settings, notifications",30
1451,103,2023-01-05 23:07:00,2023-01-05 23:34:59,1679,"notifications, task_management, collaboration",26
1452,101,2023-01-17 02:42:00,2023-01-17 02:54:09,729,"settings, reports",17
1453,103,2023-01-12 03:04:00,2023-01-12 03:34:34,1834,"collaboration, settings, reports",39
1454,103,2023-01-12 17:57:00,2023-01-12 18:10:52,832,reports,41
1455,101,2023-01-21 01:20:00,2023-01-21 02:01:30,2490,reports,33
1456,102,2023-01-20 14:48:00,2023-01-20 15:24:19,2179,"task_management, collaboration",31
1457,104,2023-01-13 22:02:00,2023-01-13 22:59:38,3458,"reports, task_management, collaboration",5
1458,104,2023-01-10 14:05:00,2023-01-10 14:11:07,367,"reports, notifications",32
1459,104,2023-01-22 21:22:00,2023-01-22 22:16:14,3254,"collaboration, reports, settings",7
1460,101,2023-01-11 23:07:00,2023-01-11 23:17:18,618,"reports, notifications, task_management",17
1461,103,2023-01-10 03:42:00,2023-01-10 04:15:29,2009,reports,46
1462,104,2023-01-28 12:51:00,2023-01-28 13:15:22,1462,"settings, reports",22
1463,104,2023-01-02 20:19:00,2023-01-02 21:16:28,3448,"task_management, reports",27
1464,104,2023-01-03 11:52:00,2023-01-03 12:28:55,2215,"notifications, collaboration, settings",31
1465,104,2023-01-12 17:39:00,2023-01-12 18:18:36,2376,"notifications, settings",26
1466,103,2023-01-11 22:55:00,2023-01-11 23:38:59,2639,"notifications, settings, collaboration",33
1467,103,2023-01-15 19:23:00,2023-01-15 19:36:09,789,settings,49
1468,102,2023-01-10 18:57:00,2023-01-10 19:38:31,2491,"settings, reports",44
1469,104,2023-01-11 02:11:00,2023-01-11 03:07:19,3379,"collaboration, notifications, reports",31
1470,101,2023-01-13 03:42:00,2023-01-13 04:15:24,2004,task_management,34
1471,102,2023-01-13 09:52:00,2023-01-13 10:41:30,2970,"settings, notifications, task_management",16
1472,101,2023-01-19 05:05:00,2023-01-19 05:46:09,2469,"reports, collaboration, task_management",27
1473,103,2023-01-17 22:48:00,2023-01-17 22:54:42,402,task_management,49
1474,104,2023-01-08 10:19:00,2023-01-08 11:13:59,3299,"task_management, reports, notifications",50
1475,101,2023-01-11 11:12:00,2023-01-11 11:58:39,2799,settings,47
1476,101,2023-01-01 22:24:00,2023-01-01 23:21:37,3457,"collaboration, reports",38
1477,102,2023-01-04 16:04:00,2023-01-04 16:59:42,3342,"collaboration, reports, task_management",24
1478,101,2023-01-16 12:11:00,2023-01-16 12:30:47,1187,"notifications, reports",9
1479,104,2023-01-29 03:10:00,2023-01-29 03:39:51,1791,"reports, collaboration, notifications",21
1480,104,2023-01-11 07:00:00,2023-01-11 07:43:46,2626,settings,11
1481,102,2023-01-27 19:33:00,2023-01-27 19:40:02,422,settings,7
1482,104,2023-01-19 20:53:00,2023-01-19 21:15:06,1326,"collaboration, reports, task_management",45
1483,102,2023-01-23 16:06:00,2023-01-23 16:11:39,339,reports,8
1484,102,2023-01-03 10:44:00,2023-01-03 11:05:56,1316,reports,26
1485,104,2023-01-27 06:15:00,2023-01-27 07:11:34,3394,notifications,19
1486,103,2023-01-19 17:33:00,2023-01-19 17:49:15,975,reports,41
1487,102,2023-01-10 06:04:00,2023-01-10 06:11:55,475,"collaboration, reports",6
1488,101,2023-01-21 02:51:00,2023-01-21 03:29:37,2317,"reports, task_management, settings",21
1489,103,2023-01-07 13:03:00,2023-01-07 13:30:21,1641,settings,17
1490,104,2023-01-28 15:45:00,2023-01-28 15:56:23,683,settings,35
1491,103,2023-01-06 22:37:00,2023-01-06 23:20:34,2614,task_management,32
1492,104,2023-01-18 04:39:00,2023-01-18 05:29:33,3033,"settings, notifications, task_management",45
1493,104,2023-01-16 10:28:00,2023-01-16 11:20:21,3141,settings,5
1494,103,2023-01-26 12:34:00,2023-01-26 12:46:28,748,"reports, collaboration, settings",26
1495,101,2023-01-18 13:12:00,2023-01-18 13:33:34,1294,"notifications, task_management",24
1496,101,2023-01-19 09:05:00,2023-01-19 09:48:45,2625,"settings, collaboration, task_management",49
1497,102,2023-01-05 09:42:00,2023-01-05 10:41:14,3554,reports,47
1498,104,2023-01-04 18:05:00,2023-01-04 18:17:39,759,"notifications, task_management",46
1499,104,2023-01-29 00:48:00,2023-01-29 01:12:29,1469,settings,23
1500,102,2023-01-02 11:01:00,2023-01-02 11:08:24,444,"settings, reports",8
